reason,product_id,brand,product_title,size,sku,price,slug,url
missing_size,36220,Bioderma,"Bioderma Photoderm Pediatrics Lait SPF50+ UVB UVA PA++++",,EM-BIOD-PHPELA-6220,2200,bioderma-photoderm-spot-age-spf50-40ml,https://e-mart.com.bd/product/bioderma-photoderm-spot-age-spf50-40ml/
missing_size,36232,Bioderma,"Bioderma Photoderm M Blue Light Protection Clarifying Gel Cream SPF 50+++",,EM-BIOD-PHBL-6232,3300,bioderma-photoderm-m-sunscreen-cream-face-40ml,https://e-mart.com.bd/product/bioderma-photoderm-m-sunscreen-cream-face-40ml/
missing_size,36929,"The Body Shop","The Body Shop Born Lippy Pot Lip Balm - Watermelon",,EM-THEB-BOSHBO-6929,325,the-body-shop-born-lippy-pot-lip-balm-watermelon,https://e-mart.com.bd/product/the-body-shop-born-lippy-pot-lip-balm-watermelon/
missing_size,36938,"The Body Shop","The Body Shop Born Lippy Pot Lip Balm - Satsuma Shimmer",,EM-THEB-BOSHBO-6938,400,the-body-shop-born-lippy-pot-lip-balm-satsuma-shimmer,https://e-mart.com.bd/product/the-body-shop-born-lippy-pot-lip-balm-satsuma-shimmer/
missing_size,36941,"The Body Shop","The Body Shop Mascara Super Volume",,EM-THEB-BOSHMA-6941,1050,the-body-shop-mascara-super-volume,https://e-mart.com.bd/product/the-body-shop-mascara-super-volume/
missing_size,36947,"The Body Shop","The Body Shop Tea Tree Flawless BB Cream- 02 Medium",,EM-THEB-BOSHTE-6947,1030,the-body-shop-tea-tree-flawless-bb-cream-02-medium,https://e-mart.com.bd/product/the-body-shop-tea-tree-flawless-bb-cream-02-medium/
missing_size,36950,"The Body Shop","The Body Shop Tea Tree Flawless BB Cream- 03 Dark",,EM-THEB-BOSHTE-6950,1250,the-body-shop-tea-tree-flawless-bb-cream-03-dark,https://e-mart.com.bd/product/the-body-shop-tea-tree-flawless-bb-cream-03-dark/
missing_size,36953,"The Body Shop","The Body Shop All In One Instablur",,EM-THEB-BOSHAL-6953,2025,the-body-shop-all-in-one-instablur,https://e-mart.com.bd/product/the-body-shop-all-in-one-instablur/
missing_size,36956,"The Body Shop","The Body Shop Shimmer Waves- Bronze",,EM-THEB-BOSHSH-6956,2500,the-body-shop-shimmer-waves-bronze,https://e-mart.com.bd/product/the-body-shop-shimmer-waves-bronze/
missing_size,36962,L'Oreal,"L’Oreal Paris Infallible Primer Anti Redness 02",,EM-LORE-PAINPR-6962,760,loreal-paris-infallible-primer-anti-redness-02,https://e-mart.com.bd/product/loreal-paris-infallible-primer-anti-redness-02/
missing_size,36965,L'Oreal,"L’Oreal Infallible Pro-Matte 100 Porcelain",,EM-LORE-INPR10-6965,1450,loreal-infallible-pro-matte-100-porcelain,https://e-mart.com.bd/product/loreal-infallible-pro-matte-100-porcelain/
missing_size,36974,Neutrogena,"Neutrogena VISIBLY CLEAR Pink Grapefruit Daily Scrub",,EM-NEUT-VICLPI-6974,850,neutrogena-visibly-clear-pink-grapefruit-daily-scrub,https://e-mart.com.bd/product/neutrogena-visibly-clear-pink-grapefruit-daily-scrub/
missing_size,37068,Maybelline,"Maybelline Baby Skin Instant Pore Eraser (UK)",,EM-MAYB-BASKIN-7068,750,maybelline-baby-skin-instant-pore-eraser-uk,https://e-mart.com.bd/product/maybelline-baby-skin-instant-pore-eraser-uk/
missing_size,37147,Maybelline,"Maybelline Fit Me Concealer 10 Fair",,EM-MAYB-FIMECO-7147,900,maybelline-fit-me-concealer-10-fair,https://e-mart.com.bd/product/maybelline-fit-me-concealer-10-fair/
missing_size,37161,Maybelline,"Maybelline Age Rewind Concealer 110 Fair",,EM-MAYB-AGRECO-7161,1215,maybelline-age-rewind-concealer-110-fair,https://e-mart.com.bd/product/maybelline-age-rewind-concealer-110-fair/
missing_size,37166,Maybelline,"Maybelline Fit Me Dewy+Smooth Foundation - 230 Natural Buff",,EM-MAYB-FIMEDE-7166,1250,maybelline-fit-me-dewysmooth-foundation-230-natural-buff,https://e-mart.com.bd/product/maybelline-fit-me-dewysmooth-foundation-230-natural-buff/
missing_size,37175,Maybelline,"Maybelline Instant Age Rewind Eraser Dark Circles Treatment Concealer 110 Fair",,EM-MAYB-INAGRE-7175,1250,maybelline-instant-age-rewind-eraser-dark-circles-treatment-concealer-110-fair,https://e-mart.com.bd/product/maybelline-instant-age-rewind-eraser-dark-circles-treatment-concealer-110-fair/
missing_size,37181,Maybelline,"Maybelline Fit Me Dewy+Smooth Foundation- Porcelain 110",,EM-MAYB-FIMEDE-7181,1250,maybelline-fit-me-dewysmooth-foundation-porcelain-110,https://e-mart.com.bd/product/maybelline-fit-me-dewysmooth-foundation-porcelain-110/
missing_size,37190,Maybelline,"Maybelline Fit Me Matte + Poreless Foundation- Tofee 330",,EM-MAYB-FIMEMA-7190,1250,maybelline-fit-me-matte-poreless-foundation-tofee-330,https://e-mart.com.bd/product/maybelline-fit-me-matte-poreless-foundation-tofee-330/
missing_size,37197,Maybelline,"Maybelline Fit Me Matte+Poreless Pressed Powder - Sun Beige 310",,EM-MAYB-FIMEMA-7197,1050,maybelline-fit-me-matteporeless-pressed-powder-sun-beige-310,https://e-mart.com.bd/product/maybelline-fit-me-matteporeless-pressed-powder-sun-beige-310/
missing_size,37205,Maybelline,"Maybelline Fit Me Matte+Poreless Pressed Powder - Natural Buff 230",,EM-MAYB-FIMEMA-7205,1050,maybelline-fit-me-matteporeless-pressed-powder-natural-buff-230,https://e-mart.com.bd/product/maybelline-fit-me-matteporeless-pressed-powder-natural-buff-230/
missing_size,37217,Maybelline,"Maybelline Instant Age Rewind Eraser Dark Circles Treatment Concealer 100 Ivory",,EM-MAYB-INAGRE-7217,1250,maybelline-instant-age-rewind-eraser-dark-circles-treatment-concealer-100-ivory,https://e-mart.com.bd/product/maybelline-instant-age-rewind-eraser-dark-circles-treatment-concealer-100-ivory/
missing_size,37229,Maybelline,"Maybelline Fit Me Set+Smooth Pressed Powder - Golden Beige 240",,EM-MAYB-FIMESE-7229,1050,maybelline-fit-me-setsmooth-pressed-powder-golden-beige-240,https://e-mart.com.bd/product/maybelline-fit-me-setsmooth-pressed-powder-golden-beige-240/
missing_size,37235,Maybelline,"Maybelline Dream Liquid Mousse Foundation- Pure Beige 70",,EM-MAYB-DRLIMO-7235,1526,maybelline-dream-liquid-mousse-foundation-pure-beige-70,https://e-mart.com.bd/product/maybelline-dream-liquid-mousse-foundation-pure-beige-70/
missing_size,37241,Maybelline,"Maybelline Master Fix By Face Studio",,EM-MAYB-MAFIBY-7241,1700,maybelline-master-fix-by-face-studio,https://e-mart.com.bd/product/maybelline-master-fix-by-face-studio/
missing_size,37246,Maybelline,"Maybelline Fit Me Matte+Poreless Pressed Powder",,EM-MAYB-FIMEMA-7246,1050,maybelline-fit-me-matteporeless-pressed-powder,https://e-mart.com.bd/product/maybelline-fit-me-matteporeless-pressed-powder/
missing_size,37253,Maybelline,"Maybelline Fit Me Dewy+Smooth Foundation- Ivory 115",,EM-MAYB-FIMEDE-7253,1250,maybelline-fit-me-dewysmooth-foundation-ivory-115,https://e-mart.com.bd/product/maybelline-fit-me-dewysmooth-foundation-ivory-115/
missing_size,37264,Maybelline,"Maybelline Dream Liquid Mousse Foundation- Porecelain Ivory 10 (Light 1)",,EM-MAYB-DRLIMO-7264,1525,maybelline-dream-liquid-mousse-foundation-porecelain-ivory-10-light-1,https://e-mart.com.bd/product/maybelline-dream-liquid-mousse-foundation-porecelain-ivory-10-light-1/
missing_size,37277,Maybelline,"Maybelline Expert Wear Eyeshadow Quads 07Q Luminous Lilacs",,EM-MAYB-EXWEEY-7277,780,maybelline-expert-wear-eyeshadow-quads-07q-luminous-lilacs,https://e-mart.com.bd/product/maybelline-expert-wear-eyeshadow-quads-07q-luminous-lilacs/
missing_size,37289,Maybelline,"Maybelline Fit Me Set+Smooth Pressed Powder",,EM-MAYB-FIMESE-7289,1050,maybelline-fit-me-setsmooth-pressed-powder,https://e-mart.com.bd/product/maybelline-fit-me-setsmooth-pressed-powder/
missing_size,37292,Maybelline,"Maybelline Color Elixir Lip Gloss-Radiant Ruby",,EM-MAYB-COELLI-7292,1175,maybelline-color-elixir-lip-gloss-radiant-ruby,https://e-mart.com.bd/product/maybelline-color-elixir-lip-gloss-radiant-ruby/
missing_size,37295,Maybelline,"Maybelline Color Elixir Lip Gloss-Opalescent Orchid",,EM-MAYB-COELLI-7295,1175,maybelline-color-elixir-lip-gloss-opalescent-orchid,https://e-mart.com.bd/product/maybelline-color-elixir-lip-gloss-opalescent-orchid/
missing_size,37298,Maybelline,"Maybelline Fit Me Dewy+Smooth Foundation- Golden Beige 240",,EM-MAYB-FIMEDE-7298,1250,maybelline-fit-me-dewysmooth-foundation-golden-beige-240,https://e-mart.com.bd/product/maybelline-fit-me-dewysmooth-foundation-golden-beige-240/
missing_size,37301,Maybelline,"Maybelline Fit Me Dewy+Smooth Foundation- Nude Beige 125",,EM-MAYB-FIMEDE-7301,1250,maybelline-fit-me-dewysmooth-foundation-nude-beige-125,https://e-mart.com.bd/product/maybelline-fit-me-dewysmooth-foundation-nude-beige-125/
missing_size,37307,Maybelline,"Maybelline Fit Me Matte + Poreless Foundation- True Beige 222",,EM-MAYB-FIMEMA-7307,1250,maybelline-fit-me-matte-poreless-foundation-true-beige-222,https://e-mart.com.bd/product/maybelline-fit-me-matte-poreless-foundation-true-beige-222/
missing_size,37310,Maybelline,"Maybelline Fit Me Set+Smooth Pressed Powder - Medium Buff 225",,EM-MAYB-FIMESE-7310,1050,maybelline-fit-me-setsmooth-pressed-powder-medium-buff-225,https://e-mart.com.bd/product/maybelline-fit-me-setsmooth-pressed-powder-medium-buff-225/
missing_size,37319,Maybelline,"Maybelline Master Smoky Scorching- Brown",,EM-MAYB-MASMSC-7319,800,maybelline-master-smoky-scorching-brown,https://e-mart.com.bd/product/maybelline-master-smoky-scorching-brown/
missing_size,37992,Aveeno,"Nair Hair Remover Body 20 Wax Strips",,EM-NAIR-HAREBO-7992,575,nair-hair-remover-body-20-wax-strips,https://e-mart.com.bd/product/nair-hair-remover-body-20-wax-strips/
missing_size,38003,Aveeno,"Nair Facial Wax Strips, Pack of 12",,EM-NAIR-FAWAST-8003,500,nair-facial-wax-strips-pack-of-12,https://e-mart.com.bd/product/nair-facial-wax-strips-pack-of-12/
missing_size,38109,Ponds,"Pond’s Super Light Gel Moisturiser",,EM-POND-SULIGE-8109,545,ponds-super-light-gel-moisturiser,https://e-mart.com.bd/product/ponds-super-light-gel-moisturiser/
missing_size,38113,"Nature Republic","Nature Republic Soothing & Moisture Aloe Vera 92% Soothing Gel",,EM-NATU-RESOAM-8113,990,nature-republic-soothing-moisture-aloe-vera-92-soothing-gel-2,https://e-mart.com.bd/product/nature-republic-soothing-moisture-aloe-vera-92-soothing-gel-2/
missing_size,38145,Unilever,"Skin Cafe Organic Extra Virgin Olive Oil",,EM-SKIN-CAOREX-8145,720,skin-cafe-organic-extra-virgin-olive-oil,https://e-mart.com.bd/product/skin-cafe-organic-extra-virgin-olive-oil/
missing_size,38172,Jigott,"Jigott Natural Aloe Vera Moisture Soothing Gel",,EM-JIGO-NAALVE-8172,650,jigott-natural-aloe-vera-moisture-soothing-gel,https://e-mart.com.bd/product/jigott-natural-aloe-vera-moisture-soothing-gel/
missing_size,38175,Jigott,"Jigott Whitening Activated Cream",,EM-JIGO-WHACCR-8175,1035,jigott-whitening-activated-cream,https://e-mart.com.bd/product/jigott-whitening-activated-cream/
missing_size,38184,Nivea,"NIVEA Soft Light Moisturising Cream (Jar)",,EM-NIVE-SOLIMO-8184,473,nivea-soft-light-moisturising-cream-jar,https://e-mart.com.bd/product/nivea-soft-light-moisturising-cream-jar/
missing_size,38187,"Some By Mi","Some By Mi AHA.BHA.PHA 30 Days Miracle Cream",,EM-SOME-BYMIAH-8187,1700,some-by-mi-aha-bha-pha-30-days-miracle-cream,https://e-mart.com.bd/product/some-by-mi-aha-bha-pha-30-days-miracle-cream/
missing_size,38190,Skincafe,"Neko Mao Rejuvenation Premium Gold Brightening Cream",,EM-NEKO-MAREPR-8190,250,neko-mao-rejuvenation-premium-gold-brightening-cream,https://e-mart.com.bd/product/neko-mao-rejuvenation-premium-gold-brightening-cream/
missing_size,38196,Nekoma,"Neko Mao Whitening Cream Bright Skin",,EM-NEKO-MAWHCR-8196,145,neko-mao-whitening-cream-bright-skin,https://e-mart.com.bd/product/neko-mao-whitening-cream-bright-skin/
missing_size,38212,Jigott,"Jigott Turmeric Moisturizing Soothing Gel",,EM-JIGO-TUMOSO-8212,1050,jigott-turmeric-moisturizing-soothing-gel,https://e-mart.com.bd/product/jigott-turmeric-moisturizing-soothing-gel/
missing_size,38275,Farmstay,"FarmStay Aloe Vera Moisture Soothing Gel",,EM-FARM-ALVEMO-8275,1000,farm-stay-aloe-vera-moisture-soothing-gel,https://e-mart.com.bd/product/farm-stay-aloe-vera-moisture-soothing-gel/
missing_size,38295,NEOGEN,"NEOGEN - Dermalogy Black Energy Cream",,EM-NEOG-DEBLEN-8295,1850,neogen-dermalogy-black-energy-cream,https://e-mart.com.bd/product/neogen-dermalogy-black-energy-cream/
missing_size,43762,"Cos De Baha","Cos De BAHA Alcohol Free Acne Treatment Intensive Facial Serum (AC) 30",,EM-COSD-DEBAAL-3762,1300,cos-de-baha-alcohol-free-acne-treatment-intensive-facial-serum-ac-60ml,https://e-mart.com.bd/product/cos-de-baha-alcohol-free-acne-treatment-intensive-facial-serum-ac-60ml/
missing_size,43862,Cosrx,"Cosrx Cica-7 Relief Kit- 3 Step",,EM-COSR-CIREKI-3862,1800,cosrx-cica-7-relief-kit-3-step-2,https://e-mart.com.bd/product/cosrx-cica-7-relief-kit-3-step-2/
missing_size,43874,Cosrx,"Cosrx Favorites Bestsellers Set",,ko0023cos254,2000,cosrx-favorites-bestsellers-set,https://e-mart.com.bd/product/cosrx-favorites-bestsellers-set/
missing_size,43892,Axis-Y,"Axis-Y The Mini Glow Set",,EM-AXIS-THMIGL-3892,1500,axis-y-the-mini-glow-set,https://e-mart.com.bd/product/axis-y-the-mini-glow-set/
missing_size,43897,Cosrx,"Cosrx Honey Glow Kit- 3 Step",,EM-COSR-HOGLKI-3897,1800,cosrx-honey-glow-kit-3-step,https://e-mart.com.bd/product/cosrx-honey-glow-kit-3-step/
missing_size,48655,vaseline,"Vaseline Lip Therapy - Rosy Lips",,EM-VASE-LITHRO-8655,250,vaseline-lip-therapy-rosy-lips,https://e-mart.com.bd/product/vaseline-lip-therapy-rosy-lips/
missing_size,48689,vaseline,"Vaseline Body Lotion Intensive Care Cocoa Radiant",,EM-VASE-BOLOIN-8689,500,vaseline-body-lotion-intensive-care-cocoa-radiant,https://e-mart.com.bd/product/vaseline-body-lotion-intensive-care-cocoa-radiant/
missing_size,48722,vaseline,"Vaseline Intensive Care Cocoa Glow Body Cream",,EM-VASE-INCACO-8722,550,vaseline-intensive-care-cocoa-glow-body-cream,https://e-mart.com.bd/product/vaseline-intensive-care-cocoa-glow-body-cream/
missing_size,50505,iUNIK,"IUNIK Centella Calming Vegan Moisture SPF 50+ PA++++",,kc015ink016,1500,iunik-centella-calming-vegan-moisture-spf-50-pa,https://e-mart.com.bd/product/iunik-centella-calming-vegan-moisture-spf-50-pa/
missing_size,50515,"Beauty of Joseon","Beauty of Joseon Hanbang Serum Discovery Kit ( 4 serum)",,kc015ink0165-1,1900,beauty-of-joseon-hanbang-serum-discovery-kit-4-serum,https://e-mart.com.bd/product/beauty-of-joseon-hanbang-serum-discovery-kit-4-serum/
missing_size,50616,innisfree,"Innisfree Volcanic Pore BHA Cleansing Foam 150m",,KO003INI053-1,1500,innisfree-volcanic-pore-bha-cleansing-foam-150m,https://e-mart.com.bd/product/innisfree-volcanic-pore-bha-cleansing-foam-150m/
missing_size,50863,Biore,"KAO BIORE UV Watery Gel SPF 50+ PA++++ Aqua Rich Cool - Ultimate Sun Protection for Everyday Use",,EM-BIOR-BIUVWA-0863,1500,biore-uv-watery-gel-spf-50-pa-aqua-rich-cool-ultimate-sun-protection-for-everyday-use,https://e-mart.com.bd/product/biore-uv-watery-gel-spf-50-pa-aqua-rich-cool-ultimate-sun-protection-for-everyday-use/
missing_size,50878,"Purito Seoul","PURITO SEOUL Wonder Releaf Centella Eye Cream Unscented",,KO007PUR0161,1500,purito-seoul-wonder-releaf-centella-eye-cream-unscented,https://e-mart.com.bd/product/purito-seoul-wonder-releaf-centella-eye-cream-unscented/
missing_size,50881,"Rohto Mentholatum","Rohto Mentholatum Hada Labo Shirojyun Premium Whitening Lotion 170m - light",,EM-ROHT-MEHALA-0881,2200,rohto-mentholatum-hada-labo-shirojyun-premium-whitening-lotion-170m-light,https://e-mart.com.bd/product/rohto-mentholatum-hada-labo-shirojyun-premium-whitening-lotion-170m-light/
missing_size,51079,Dabo,"Dabo GOLD MY JIN Korea Red Ginseng Aqua Wrinkle & Whitening Cream",,kc001inni0011117,1600,dabo-gold-my-jin-korea-red-ginseng-aqua-wrinkle-whitening-cream,https://e-mart.com.bd/product/dabo-gold-my-jin-korea-red-ginseng-aqua-wrinkle-whitening-cream/
missing_size,51673,ISNTREE,"Isntree Onion newpair Sunscreen SPF40 PA+++",,KO0019ISN007111,2000,isntree-onion-newpair-sunscreen-50ml-spf40-pa,https://e-mart.com.bd/product/isntree-onion-newpair-sunscreen-50ml-spf40-pa/
missing_size,51687,ISNTREE,"Isntree Hyaluronic Acid Airy Sun Stick SPF 50+ PA++++",,KO0019ISN0071112,2000,isntree-hyaluronic-acid-airy-sun-stick-spf-50-pa-0-77-oz,https://e-mart.com.bd/product/isntree-hyaluronic-acid-airy-sun-stick-spf-50-pa-0-77-oz/
missing_size,51704,Cosrx,"Cosrx The Retinol 0.1 Cream",,EM-COSR-THRE01-1704,2000,cosrx-the-retinol-0-1-cream,https://e-mart.com.bd/product/cosrx-the-retinol-0-1-cream/
missing_size,56271,"Some By Mi","Some By Mi Retinol Intense Trial Kit Set",,ko003sbm0541-1,1500,some-by-mi-retinol-intense-trial-kit-set,https://e-mart.com.bd/product/some-by-mi-retinol-intense-trial-kit-set/
missing_size,56306,Mixsoon,"MIXSOON Bean Cleansing Oil 195m",,kc49mix001-1-1,1900,mixsoon-bean-cleansing-oil-195m,https://e-mart.com.bd/product/mixsoon-bean-cleansing-oil-195m/
missing_size,57122,Anua,"Anua Heartleaf Soothing Trial Kit 4 item",,anua000561,2100,anua-heartleaf-soothing-trial-kit-4-item,https://e-mart.com.bd/product/anua-heartleaf-soothing-trial-kit-4-item/
missing_size,58014,"Mary & May","Mary & May Niacinanide Vitamin C Brightening Mask 30ea",,EM-MARY-MANIVI-8014,2300,mary-may-niacinanide-vitamin-c-brightening-mask-30ea,https://e-mart.com.bd/product/mary-may-niacinanide-vitamin-c-brightening-mask-30ea/
missing_size,58027,"Mary & May","Mary&May Premium Idebenon Blackberry Complex Essence Mask 20EA",,EM-MARY-PRIDBL-8027,2500,marymay-premium-idebenon-blackberry-complex-essence-mask-20ea,https://e-mart.com.bd/product/marymay-premium-idebenon-blackberry-complex-essence-mask-20ea/
missing_size,58663,Medicube,"Makeup Revolution 10% Niacinamide and 1% Zinc Blemish & Pore Serum",,EM-MAKE-RE10NI-8663,1350,makeup-revolution-10-niacinamide-and-1-zinc-blemish-pore-serum,https://e-mart.com.bd/product/makeup-revolution-10-niacinamide-and-1-zinc-blemish-pore-serum/
missing_size,59223,APLB,"APLB Collagen EGF Peptide E Beauty Tablet",,KO005CR042888,1300,aplb-collagen-egf-peptide-e-beauty-tablet,https://e-mart.com.bd/product/aplb-collagen-egf-peptide-e-beauty-tablet/
missing_size,59631,SKIN1004,"SKIN1004 Madagascar Centella Travel Kit 5 Items",,skin001-31-1-3-1-1-1,2700,skin1004-madagascar-centella-travel-kit-5-items,https://e-mart.com.bd/product/skin1004-madagascar-centella-travel-kit-5-items/
missing_size,59719,Anua,"ANUA Heartleaf 77 Clear Pad 70ea",,kc100anu001-1-3-2-1-1-1-1-1,2500,anua-heartleaf-77-clear-pad-70ea,https://e-mart.com.bd/product/anua-heartleaf-77-clear-pad-70ea/
missing_size,60071,Jigott,"Rice brightening combo",,EM-RICE-BRCO-0071,2500,rice-brightening-combo,https://e-mart.com.bd/product/rice-brightening-combo/
missing_size,60087,Dabo,"Dabo First Solution Mask Pack (Sheet Mask) - HYALURONIC",,KB-DABO004,130,dabo-first-solution-mask-pack-sheet-mask-hyaluronic,https://e-mart.com.bd/product/dabo-first-solution-mask-pack-sheet-mask-hyaluronic/
missing_size,60089,Dabo,"Dabo First Solution Mask Pack (Sheet Mask) - COLLAGEN",,KB-DABO005,130,dabo-first-solution-mask-pack-sheet-mask-collagen,https://e-mart.com.bd/product/dabo-first-solution-mask-pack-sheet-mask-collagen/
missing_size,60097,Dabo,"Dabo First Solution Mask Pack (Sheet Mask) - WHITE PEARL",,KB-DABO007,130,dabo-first-solution-mask-pack-sheet-mask-white-pearl,https://e-mart.com.bd/product/dabo-first-solution-mask-pack-sheet-mask-white-pearl/
missing_size,60103,"Nature Skin","Nature Skin Brightening UV Protection Multi Sun Cream SPF 50+ PA+++",,KB-NATU003,620,nature-skin-brightening-uv-protection-multi-sun-cream-spf-50-pa,https://e-mart.com.bd/product/nature-skin-brightening-uv-protection-multi-sun-cream-spf-50-pa/
missing_size,60142,Dabo,"Dabo First Solution Mask Pack (Sheet Mask) - TEA TREE",,KB-DABO010,100.0,dabo-first-solution-mask-pack-sheet-mask-tea-tree,https://e-mart.com.bd/product/dabo-first-solution-mask-pack-sheet-mask-tea-tree/
missing_size,60152,Dabo,"Dabo First Solution Mask Pack (Sheet Mask) - SNAIL GOLD",,KB-DABO014,100.0,dabo-first-solution-mask-pack-sheet-mask-snail-gold,https://e-mart.com.bd/product/dabo-first-solution-mask-pack-sheet-mask-snail-gold/
missing_size,60154,Dabo,"Dabo First Solution Mask Pack (Sheet Mask) - CUCUMBER",,KB-DABO015,100.0,dabo-first-solution-mask-pack-sheet-mask-cucumber,https://e-mart.com.bd/product/dabo-first-solution-mask-pack-sheet-mask-cucumber/
missing_size,60158,Dabo,"Dabo First Solution Mask Pack (Sheet Mask) - ROSE",,KB-DABO017,100.0,dabo-first-solution-mask-pack-sheet-mask-rose,https://e-mart.com.bd/product/dabo-first-solution-mask-pack-sheet-mask-rose/
missing_size,60162,Dabo,"Dabo First Solution Mask Pack (Sheet Mask) - LEMON",,KB-DABO019,100.0,dabo-first-solution-mask-pack-sheet-mask-lemon,https://e-mart.com.bd/product/dabo-first-solution-mask-pack-sheet-mask-lemon/
missing_size,60168,"Nature Skin","Nature Skin CICA Calming Tone Up Sun Cream SPF50+ PA+++",,KB-NATU004,750.0,nature-skin-cica-calming-tone-up-sun-cream-spf50-pa,https://e-mart.com.bd/product/nature-skin-cica-calming-tone-up-sun-cream-spf50-pa/
missing_size,60186,Dabo,"Dabo First Solution Mask Pack (Sheet Mask) - GREEN TEA",,KB-DABO025,100.0,dabo-first-solution-mask-pack-sheet-mask-green-tea,https://e-mart.com.bd/product/dabo-first-solution-mask-pack-sheet-mask-green-tea/
missing_size,60202,Dabo,"Dabo First Solution Mask Pack (Sheet Mask) - ALOEVERA",,KB-DABO032,100.0,dabo-first-solution-mask-pack-sheet-mask-aloevera,https://e-mart.com.bd/product/dabo-first-solution-mask-pack-sheet-mask-aloevera/
missing_size,60216,Dabo,"DABO 7 in 1 Moisture Sherbet Cream",,KB-DABO037,1100.0,dabo-7-in-1-moisture-sherbet-cream,https://e-mart.com.bd/product/dabo-7-in-1-moisture-sherbet-cream/
missing_size,60226,Dabo,"Dabo Make Up No Sebum Rose Pact SPF36 PA+++ 23 Medium",,KB-DABO042,900.0,dabo-make-up-no-sebum-rose-pact-spf36-pa-23-medium,https://e-mart.com.bd/product/dabo-make-up-no-sebum-rose-pact-spf36-pa-23-medium/
missing_size,60354,"Korean Home Acc.","Korean Electric Bed Heater",,KB-KOBA006,5500.0,korean-electric-bed-heater,https://e-mart.com.bd/product/korean-electric-bed-heater/
missing_size,60400,Dabo,"DABO 7 in 1 Nutrition Amino Cream",,KB-DABO082,1100.0,dabo-7-in-1-nutrition-amino-cream,https://e-mart.com.bd/product/dabo-7-in-1-nutrition-amino-cream/
missing_size,60410,Illiyoon,"ILLIYOON Upgrade Ceramide Ato Trial Kit",,KB-ILLI011,1670.0,illiyoon-upgrade-ceramide-ato-trial-kit,https://e-mart.com.bd/product/illiyoon-upgrade-ceramide-ato-trial-kit/
missing_size,60458,"Clean Lab","Clean Lab Rubber Gloves -Pink Large",,KB-KOBA008,560.0,clean-lab-rubber-gloves-pink-large,https://e-mart.com.bd/product/clean-lab-rubber-gloves-pink-large/
missing_size,60590,"Korean Home Acc.","Double-Layered Korean Comforter - Soft, Warm, and Elegant",,KB-KOBA011,11000.0,double-layered-korean-comforter-soft-warm-and-elegant,https://e-mart.com.bd/product/double-layered-korean-comforter-soft-warm-and-elegant/
missing_size,60592,"Korean Home Acc.","Double-Layered Korean Blanket - Soft, Warm, and Elegant",,KB-KOBA012,9200.0,double-layered-korean-blanket-soft-warm-and-elegant,https://e-mart.com.bd/product/double-layered-korean-blanket-soft-warm-and-elegant/
missing_size,60627,Enguun,"Enguun Mask Pack -Sheet Mask - VITAMIN C",,KB-ENGU001,140.0,enguun-mask-pack-sheet-mask-vitamin-c,https://e-mart.com.bd/product/enguun-mask-pack-sheet-mask-vitamin-c/
missing_size,60629,Enguun,"Enguun Mask Pack -Sheet Mask - HYALURONIC ACID",,KB-ENGU002,140.0,enguun-mask-pack-sheet-mask-hyaluronic-acid,https://e-mart.com.bd/product/enguun-mask-pack-sheet-mask-hyaluronic-acid/
missing_size,60631,Enguun,"Enguun Mask Pack -Sheet Mask - HEART LEAF",,KB-ENGU003,140.0,enguun-mask-pack-sheet-mask-heart-leaf,https://e-mart.com.bd/product/enguun-mask-pack-sheet-mask-heart-leaf/
missing_size,60633,Enguun,"Enguun Mask Pack -Sheet Mask - COLLAGEN",,KB-ENGU004,140.0,enguun-mask-pack-sheet-mask-collagen,https://e-mart.com.bd/product/enguun-mask-pack-sheet-mask-collagen/
missing_size,60677,Maxim,"Maxim Maxim White Gold Coffee Mix 100 Sticks",,KB-MAXI002,3500.0,maxim-maxim-white-gold-coffee-mix-100-sticks,https://e-mart.com.bd/product/maxim-maxim-white-gold-coffee-mix-100-sticks/
missing_size,60699,Kerasys,"Kerasys Amino Acid & Protein Permanent Hair Color - NATURAL BLACK",,KB-KERA015,1050.0,kerasys-amino-acid-protein-permanent-hair-color-natural-black,https://e-mart.com.bd/product/kerasys-amino-acid-protein-permanent-hair-color-natural-black/
missing_size,60727,Anjo,"Anjo Professional 24K Gold Skin Care 6 Set",,KB-ANJO003,9000.0,anjo-professional-24k-gold-skin-care-6-set,https://e-mart.com.bd/product/anjo-professional-24k-gold-skin-care-6-set/
missing_size,60750,"Emart Combo","3-Step Korean Skincare Combo for Redness, Acne & Sensitive Skin",,3-skscfras-COMBO,5850,3-step-korean-skincare-combo-for-redness-acne-sensitive-skin,https://e-mart.com.bd/product/3-step-korean-skincare-combo-for-redness-acne-sensitive-skin/
missing_size,60754,Anua,"Anua Heartleaf Pore Control Double Cleansing Combo",,ahpcdc-COMBO,3850,anua-heartleaf-pore-control-double-cleansing-combo,https://e-mart.com.bd/product/anua-heartleaf-pore-control-double-cleansing-combo/
missing_size,60756,"Emart Combo","Dark Spot & Brightening Combo for Glowing Skin",,dabcfgs-COMBO,3450,dark-spot-brightening-combo-for-glowing-skin,https://e-mart.com.bd/product/dark-spot-brightening-combo-for-glowing-skin/
